order_id,order_date,customer_id,region,category,channel,quantity,unit_price,discount,order_value,is_returned
101495,2025-11-05,12553,South,Apparel,Web,2,105.78,0.2,169.25,False
103909,2025-04-20,11378,West,Electronics,Web,1,136.94,0.1,123.25,False
104454,2025-07-08,12276,West,Beauty,Mobile,1,45.81,0.1,41.23,False
100732,2025-12-13,12788,North,Apparel,Web,4,33.08,0.05,125.7,False
104336,2025-01-16,10834,West,Beauty,Store,2,43.41,0.0,86.82,False
100078,2025-01-20,12323,East,Beauty,Mobile,1,22.71,0.0,22.71,False
102607,2025-06-02,11807,West,Apparel,Web,2,23.26,0.0,46.52,True
100661,2025-10-05,11601,,Apparel,Store,3,44.68,0.0,134.04,False
101583,2025-12-03,11518,South,Electronics,Web,1,170.92,0.0,99999.0,False
104699,2025-06-09,11929,East,Sports,Store,4,80.17,0.0,320.68,False
104217,2025-11-05,12469,South,Beauty,Store,1,18.88,0.0,18.88,False
100387,2025-01-05,11485,West,Electronics,Web,1,183.31,0.0,183.31,False
103507,2025-11-16,10976,East,Electronics,Mobile,1,316.28,0.0,316.28,False
100840,2025-07-08,10592,East,Home,Web,1,68.31,0.05,64.89,False
101555,2025-08-01,12829,North,Apparel,Store,1,38.33,0.1,34.5,False
102691,2025-10-19,10855,East,Apparel,Mobile,2,33.56,0.0,67.12,False
102478,2025-06-19,11272,North,Home,Mobile,1,29.31,0.0,29.31,True
100940,2025-09-23,11230,South,Sports,Mobile,1,67.74,0.0,67.74,False
100737,2025-08-15,10534,East,Sports,Web,2,157.16,0.0,314.32,False
100889,2025-08-25,11998,North,Beauty,Web,3,48.27,0.0,144.81,True
104818,2025-09-21,12935,South,Home,Mobile,4,37.97,0.0,151.88,False
100474,2025-11-18,11928,East,Home,Web,2,59.15,0.0,118.3,False
103117,2025-07-06,10829,North,Beauty,Store,3,34.39,0.0,103.17,False
101256,2025-06-05,12333,East,Beauty,Web,1,62.64,0.05,59.51,False
104395,2025-12-03,10024,North,Electronics,Web,2,138.35,0.0,276.7,False
101096,2025-09-14,10264,North,Home,Web,1,48.29,0.0,48.29,False
100722,2025-04-18,11507,South,Home,Web,4,77.05,0.0,308.2,False
103038,2025-10-24,11513,North,Apparel,Web,1,42.93,0.0,42.93,False
103338,2025-11-15,10531,South,Sports,Mobile,1,50.6,0.0,50.6,False
102271,2025-10-05,11802,East,Beauty,Mobile,1,31.91,0.2,25.53,True
100275,2025-04-04,10061,North,Apparel,Mobile,1,35.95,0.05,34.15,False
101702,2025-02-27,12986,East,Home,Mobile,2,47.34,0.0,94.68,False
103728,2025-12-26,11760,West,Apparel,Web,2,38.23,0.0,76.46,False
103251,2025-01-08,10037,East,Sports,Store,2,123.11,0.1,221.6,True
104764,2025-02-14,12094,North,Beauty,Mobile,1,28.77,0.1,25.89,False
102685,2025-09-07,12085,West,Beauty,Mobile,1,21.13,0.0,21.13,True
102395,2025-08-11,10103,East,Apparel,Web,5,77.14,0.0,385.7,False
104729,2025-05-20,11603,North,Home,Web,1,49.26,0.0,49.26,False
103950,2025-11-08,10829,South,Electronics,Mobile,5,264.48,0.0,1322.4,False
102699,2025-07-23,10182,South,Sports,Store,2,88.56,0.1,159.41,False
101175,2025-10-24,12102,West,Apparel,Web,1,23.94,0.05,22.74,False
101167,2025-11-23,10381,North,Electronics,Mobile,3,172.19,0.2,413.26,True
100446,2025-08-26,10638,North,Beauty,Store,1,17.86,0.0,17.86,False
100161,2025-05-11,12255,North,Beauty,Web,1,31.37,0.0,31.37,False
101765,2025-10-27,10598,East,Electronics,Mobile,1,111.12,0.0,111.12,False
102222,2025-05-06,11188,South,Home,Web,3,63.24,0.0,189.72,False
102631,2025-08-19,11112,East,Apparel,Web,2,16.53,0.05,31.41,True
104618,2025-11-16,12022,South,Electronics,Mobile,1,266.5,0.0,266.5,False
100773,2025-04-08,11655,West,Apparel,Web,2,54.17,0.0,108.34,False
103677,2025-01-06,12529,South,Sports,Web,2,40.91,0.0,81.82,False
102978,2025-12-07,11450,South,Electronics,Store,1,141.89,0.0,141.89,False
103002,2025-01-27,11730,North,Beauty,Mobile,1,21.41,0.0,21.41,False
101675,2025-12-02,10674,East,Apparel,Mobile,1,68.03,0.2,54.42,False
104627,2025-04-13,12067,South,Home,Mobile,4,91.57,0.1,329.65,False
104579,2025-09-19,12329,East,Apparel,Web,1,55.47,0.2,44.38,False
101526,2025-05-15,11515,East,Sports,Web,2,51.2,0.0,102.4,False
100905,2025-03-01,10629,North,Home,Mobile,1,63.25,0.0,63.25,False
104334,2025-10-16,10964,West,Apparel,Mobile,2,31.66,0.05,60.15,True
100213,2025-08-24,11188,East,Home,Mobile,1,24.5,0.0,24.5,False
102290,2025-11-13,11708,East,Beauty,Web,2,26.86,0.05,51.03,False
100004,2025-06-17,10299,East,Electronics,Mobile,1,226.66,0.1,203.99,False
104773,2025-06-05,12186,North,Apparel,Mobile,1,28.72,0.0,28.72,True
104224,2025-05-18,11254,South,Apparel,Mobile,3,31.45,0.2,75.48,False
102931,2025-05-16,10988,East,Sports,Web,1,69.88,0.0,69.88,False
103681,2025-11-14,10199,North,Beauty,Web,1,20.64,0.0,20.64,False
100569,2025-09-20,12285,,Beauty,Mobile,1,41.18,0.05,39.12,False
104374,2025-11-16,10738,North,Beauty,Store,4,28.39,0.2,90.85,False
101422,2025-06-19,10691,South,Electronics,Mobile,3,127.42,0.0,382.26,False
100194,2025-10-16,11285,West,Electronics,Web,2,244.64,0.0,489.28,False
102305,2025-08-25,10049,North,Electronics,Mobile,2,156.8,0.0,313.6,False
100083,2025-08-11,10264,South,Home,Mobile,1,96.84,0.05,92.0,False
102633,2025-06-23,12162,South,Electronics,Mobile,1,153.46,0.0,153.46,False
102683,2025-12-17,12162,West,Beauty,Mobile,1,82.98,0.05,78.83,False
102168,2025-12-09,12413,West,Apparel,Mobile,1,79.41,0.0,79.41,False
100616,2025-02-18,11095,South,Home,Mobile,1,106.62,0.0,106.62,False
103411,2025-09-24,12602,East,Beauty,Store,1,59.05,0.05,56.1,False
101136,2025-10-21,11244,West,Apparel,Store,1,36.28,0.05,34.47,False
100531,2025-12-16,12145,South,Sports,Mobile,1,68.53,0.0,68.53,True
100788,2025-11-25,10888,East,Sports,Web,1,51.77,0.0,51.77,False
104881,2025-11-24,12853,South,Sports,Mobile,1,47.54,0.2,38.03,False
101310,2025-12-17,10330,South,Electronics,Mobile,1,166.28,0.05,157.97,False
103288,2025-06-18,10516,East,Beauty,Web,2,45.11,0.05,85.71,False
104276,2025-11-09,11528,East,Electronics,Web,1,196.42,0.0,196.42,False
100767,2025-12-20,11138,North,Home,Store,3,159.45,0.05,454.43,False
104421,2025-09-18,12708,North,Home,Web,4,103.68,0.05,393.98,False
103324,2025-03-16,11111,South,Apparel,Web,1,56.38,0.0,56.38,False
104412,2025-06-01,10507,North,Apparel,Mobile,2,49.56,0.0,99.12,False
103099,2025-08-02,10839,North,Apparel,Mobile,3,33.93,0.05,96.7,False
102892,2025-01-13,10724,West,Apparel,Mobile,1,40.44,0.0,40.44,False
100676,2025-07-19,10930,West,Electronics,Web,2,64.48,0.0,128.96,False
104508,2025-09-21,11070,West,Apparel,Mobile,1,61.55,0.05,58.47,False
104365,2025-08-27,12788,South,Beauty,Web,1,62.11,0.1,55.9,False
102281,2025-11-12,12925,South,Home,Mobile,3,46.65,0.05,132.95,False
101122,2025-10-16,10835,East,Electronics,Mobile,1,226.81,0.0,226.81,False
103353,2025-10-19,10512,North,Sports,Web,1,178.65,0.0,178.65,False
104604,2025-07-05,12419,South,Electronics,Store,3,197.1,0.0,591.3,False
103557,2025-12-19,12371,South,Home,Mobile,1,188.41,0.0,188.41,False
102543,2025-11-13,10399,East,Electronics,Store,2,80.29,0.0,160.58,False
100561,2025-08-26,11757,East,Electronics,Mobile,1,241.91,0.05,229.81,False
100328,2025-05-04,12409,North,Sports,Web,2,98.68,0.0,197.36,False
104174,2025-06-24,12663,,Home,Web,1,134.94,0.1,121.45,False
103814,2025-03-19,11625,North,Electronics,Store,1,471.29,0.05,447.73,False
102019,2025-07-07,11043,,Apparel,Web,1,36.4,0.1,32.76,True
104857,2025-04-08,12602,North,Apparel,Store,1,20.95,0.0,20.95,False
103430,2025-05-10,12453,East,Electronics,Mobile,4,337.38,0.2,1079.62,False
104882,2025-10-20,11722,South,Apparel,Store,1,82.09,0.0,82.09,False
103535,2025-03-21,10556,South,Apparel,Web,2,76.39,0.05,145.14,False
102840,2025-11-20,11915,,Sports,Web,3,100.17,0.0,300.51,False
104434,2025-02-17,10042,West,Electronics,Store,2,252.83,0.0,505.66,False
102498,2025-08-11,11427,West,Electronics,Mobile,4,170.44,0.1,613.58,False
103856,2025-11-19,11454,East,Electronics,Web,1,140.2,0.0,140.2,False
100372,2025-09-04,10818,North,Beauty,Web,1,12.26,0.0,12.26,False
101059,2025-05-21,11992,West,Home,Mobile,1,17.63,0.0,17.63,False
102688,2025-06-13,12592,East,Electronics,Mobile,1,136.88,0.0,136.88,False
104879,2025-09-25,11963,West,Beauty,Mobile,1,23.17,0.0,23.17,False
102244,2025-12-11,11708,South,Apparel,Mobile,2,71.05,0.1,127.89,True
102981,2025-09-27,10988,East,Home,Mobile,1,49.48,0.0,49.48,False
102021,2025-11-26,12277,West,Beauty,Web,3,20.85,0.0,62.55,False
101837,2025-04-26,10227,North,Apparel,Mobile,1,26.43,0.0,26.43,False
101802,2025-05-06,12941,North,Sports,Mobile,1,60.26,0.1,54.23,False
103017,2025-03-11,10679,North,Apparel,Mobile,3,32.07,0.0,96.21,False
103477,2025-06-02,11807,East,Apparel,Mobile,3,33.07,0.0,99.21,False
103417,2025-08-11,12343,East,Home,Mobile,3,95.06,0.0,285.18,False
104931,2025-12-27,10713,East,Sports,Mobile,1,52.62,0.0,52.62,False
100909,2025-10-03,12103,West,Apparel,Mobile,2,31.38,0.0,62.76,True
101335,2025-12-15,11862,East,Home,Web,2,36.91,0.0,73.82,False
101708,2025-03-02,11391,East,Sports,Web,1,89.71,0.0,89.71,False
101078,2025-07-14,10867,South,Electronics,Store,3,166.61,0.0,499.83,False
100615,2025-03-23,10036,West,Apparel,Web,1,39.98,0.1,35.98,True
102782,2025-11-08,10967,East,Electronics,Web,2,126.18,0.0,252.36,False
104547,2025-12-16,10156,North,Apparel,Mobile,1,93.66,0.05,88.98,False
102405,2025-01-22,10296,North,Electronics,Web,5,314.47,0.05,1493.73,False
100964,2025-03-03,12530,West,Electronics,Mobile,1,213.14,0.0,213.14,False
104431,2025-01-22,12744,East,Beauty,Mobile,1,16.04,0.0,16.04,False
102345,2025-12-07,10805,West,Electronics,Web,1,107.01,0.0,107.01,False
101715,2025-01-19,11298,East,Home,Web,2,35.99,0.05,68.38,False
104300,2025-10-04,12993,East,Apparel,Store,1,61.65,0.0,61.65,True
102254,2025-01-21,11418,West,Electronics,Web,1,193.86,0.0,193.86,False
102116,2025-12-16,11759,West,Apparel,Web,2,57.71,0.0,115.42,False
101763,2025-03-22,11451,North,Sports,Web,2,113.02,0.0,226.04,False
104927,2025-08-18,11196,South,Home,Mobile,1,61.49,0.0,61.49,False
103343,2025-07-19,12363,North,Apparel,Store,1,15.6,0.0,15.6,False
102173,2025-03-04,12784,West,Beauty,Mobile,3,56.3,0.0,168.9,False
100631,2025-01-23,12581,East,Apparel,Mobile,2,88.07,0.0,176.14,True
103511,2025-08-16,10552,,Electronics,Mobile,2,219.01,0.0,438.02,False
104800,2025-10-19,12616,West,Sports,Web,1,64.39,0.2,51.51,False
102108,2025-04-13,11626,North,Home,Web,2,98.1,0.0,196.2,False
104292,2025-04-19,12294,East,Electronics,Mobile,1,191.97,0.0,0.0,False
100138,2025-08-23,12715,West,Electronics,Store,2,218.57,0.1,393.43,False
100678,2025-02-06,11141,West,Sports,Web,1,50.64,0.0,50.64,False
103041,2025-04-03,12835,South,Apparel,Mobile,2,26.64,0.0,53.28,False
102885,2025-02-05,11976,South,Sports,Store,5,96.85,0.1,435.82,False
100798,2025-06-24,12729,East,Home,Store,3,29.63,0.0,88.89,False
104629,2025-08-23,12062,West,Apparel,Store,1,84.23,0.0,84.23,True
101320,2025-06-05,12722,North,Apparel,Web,1,31.27,0.0,31.27,False
103310,2025-10-25,10046,West,Apparel,Mobile,4,24.6,0.1,88.56,True
103799,2025-04-09,12410,South,Beauty,Web,1,50.28,0.0,50.28,False
103487,2025-09-27,10857,East,Home,Web,1,37.97,0.05,36.07,False
100934,2025-03-27,11210,South,Home,Mobile,2,42.75,0.0,85.5,False
104370,2025-04-24,10258,North,Home,Mobile,1,46.65,0.0,46.65,False
101276,2025-12-16,10132,East,Apparel,Store,1,45.33,0.1,40.8,False
102132,2025-06-14,11033,North,Sports,Store,2,141.03,0.0,282.06,False
104244,2025-11-15,12220,West,Electronics,Mobile,3,64.65,0.0,193.95,True
102571,2025-05-22,12088,West,Beauty,Mobile,2,26.11,0.0,52.22,False
100567,2025-06-17,12045,North,Sports,Store,2,116.16,0.0,232.32,False
100562,2025-09-20,11241,South,Electronics,Web,3,105.16,0.0,315.48,False
100681,2025-11-01,10885,West,Sports,Web,1,95.99,0.2,76.79,False
103104,2025-07-21,12992,West,Beauty,Mobile,4,56.19,0.0,224.76,False
103636,2025-02-12,10771,North,Home,Web,2,36.73,0.1,66.11,False
104568,2025-11-01,11749,North,Apparel,Web,1,37.35,0.0,37.35,False
101402,2025-05-02,10742,East,Electronics,Web,1,264.72,0.1,238.25,False
101166,2025-03-15,10845,North,Electronics,Web,3,349.85,0.1,944.6,False
103256,2025-12-03,12940,South,Sports,Mobile,2,63.38,0.2,101.41,False
104091,2025-03-19,10137,West,Electronics,Store,1,170.59,0.1,153.53,False
104642,2025-09-23,11840,South,Sports,Mobile,1,54.18,0.05,51.47,False
100207,2025-06-01,12603,West,Apparel,Web,5,37.99,0.0,189.95,False
101313,2025-03-02,10926,West,Electronics,Mobile,3,146.53,0.0,439.59,False
102434,2025-07-11,12360,South,Beauty,Web,1,30.98,0.05,29.43,False
104574,2025-05-08,12726,East,Apparel,Mobile,1,43.45,0.1,39.11,False
102141,2025-12-04,12927,West,Beauty,Mobile,2,18.65,0.05,35.43,False
104871,2025-10-18,10962,South,Electronics,Mobile,4,126.01,0.0,504.04,False
101384,2025-05-08,11245,North,Apparel,Mobile,2,37.39,0.0,74.78,False
104422,2025-06-19,12113,,Apparel,Store,3,53.59,0.1,144.69,False
100459,2025-05-13,12916,North,Apparel,Store,3,93.74,0.0,281.22,False
100318,2025-04-18,12765,North,Home,Mobile,1,73.94,0.0,73.94,False
103840,2025-06-20,11463,South,Beauty,Mobile,2,41.25,0.05,78.38,False
104644,2025-07-22,12310,,Apparel,Web,1,50.44,0.05,47.92,True
104016,2025-01-06,11499,East,Beauty,Mobile,1,30.19,0.05,28.68,False
104672,2025-12-18,12702,West,Apparel,Web,3,17.31,0.05,49.33,False
102956,2025-12-19,12307,South,Beauty,Web,2,60.97,0.05,115.84,False
103898,2025-09-24,11009,East,Electronics,Web,1,108.68,0.0,108.68,False
102516,2025-11-01,11821,West,Apparel,Mobile,2,31.79,0.0,63.58,False
101137,2025-12-27,11312,East,Electronics,Store,1,122.58,0.0,122.58,False
103915,2025-12-16,10844,South,Apparel,Mobile,2,26.62,0.0,53.24,False
100470,2025-02-01,10703,North,Home,Web,1,64.22,0.0,64.22,False
101003,2025-05-24,11698,South,Apparel,Mobile,1,25.44,0.05,24.17,True
101260,2025-10-03,11443,North,Apparel,Mobile,3,92.93,0.1,250.91,True
100188,2025-12-17,11591,East,Apparel,Store,1,29.11,0.0,29.11,True
102805,2025-03-26,11507,East,Home,Web,1,68.95,0.0,68.95,False
104676,2025-09-26,12378,East,Beauty,Mobile,2,13.44,0.0,26.88,False
100760,2025-09-03,10519,North,Electronics,Web,2,197.63,0.0,395.26,False
103423,2025-07-05,10385,South,Beauty,Mobile,2,93.35,0.0,186.7,False
103172,2025-05-01,12275,East,Sports,Store,1,82.04,0.0,82.04,False
101218,2025-09-01,12595,North,Apparel,Mobile,2,44.34,0.0,88.68,False
101524,2025-11-17,12188,West,Home,Web,2,28.0,0.0,56.0,False
101858,2025-12-17,10698,East,Apparel,Web,4,90.49,0.05,343.86,False
104612,2025-08-10,10348,West,Home,Mobile,1,118.6,0.1,106.74,False
100831,2025-03-20,11945,North,Beauty,Mobile,1,22.41,0.0,22.41,True
102226,2025-01-27,11484,North,Sports,Web,4,99.99,0.0,399.96,False
103635,2025-02-26,12651,North,Apparel,Web,1,62.38,0.05,59.26,False
102755,2025-12-17,10209,South,Electronics,Mobile,2,189.11,0.05,359.31,False
100960,2025-12-24,12740,North,Home,Mobile,1,72.28,0.0,72.28,False
100718,2025-09-24,11586,East,Sports,Mobile,2,170.95,0.0,341.9,False
104152,2025-11-04,10788,West,Sports,Web,2,90.1,0.0,180.2,False
103129,2025-10-18,11089,North,Electronics,Store,4,163.21,0.0,652.84,False
104583,2025-07-14,11746,South,Beauty,Web,1,33.11,0.0,33.11,False
101634,2025-05-07,10495,North,Apparel,Web,1,39.8,0.0,39.8,False
102422,2025-08-14,10219,East,Apparel,Mobile,4,33.46,0.0,133.84,False
102304,2025-12-11,10859,,Electronics,Store,2,508.07,0.1,914.53,False
102501,2025-09-01,12156,North,Apparel,Mobile,2,33.57,0.0,67.14,False
100054,2025-02-23,10302,,Sports,Web,1,36.31,0.0,36.31,False
103993,2025-10-11,10913,South,Apparel,Web,2,108.44,0.1,195.19,False
100799,2025-02-09,11822,West,Sports,Web,2,84.17,0.2,134.67,True
103619,2025-04-14,12594,North,Sports,Store,2,49.99,0.0,99.98,False
100876,2025-02-19,12694,West,Beauty,Web,1,59.32,0.0,59.32,False
102798,2025-09-18,12106,South,Electronics,Web,3,155.98,0.05,444.54,False
104822,2025-09-18,11605,South,Sports,Store,1,105.05,0.0,105.05,False
103988,2025-02-09,10582,West,Home,Store,1,45.51,0.05,43.23,False
102577,2025-10-12,11374,,Sports,Web,1,86.31,0.0,86.31,False
103445,2025-06-04,12680,West,Sports,Mobile,1,85.63,0.0,85.63,False
102661,2025-11-15,11525,South,Apparel,Web,3,64.71,0.1,174.72,True
104009,2025-03-23,12058,East,Electronics,Web,1,159.66,0.0,159.66,False
101423,2025-12-07,12521,East,Apparel,Mobile,1,51.44,0.0,51.44,True
100370,2025-12-17,12312,South,Home,Web,4,51.01,0.0,204.04,False
100210,2025-03-24,11074,North,Apparel,Mobile,4,57.88,0.0,231.52,False
102911,2025-02-11,11965,,Beauty,Web,4,33.59,0.0,134.36,False
103203,2025-10-06,11259,East,Electronics,Mobile,1,101.43,0.1,91.29,False
102029,2025-10-27,12363,West,Apparel,Web,1,48.65,0.0,48.65,True
102335,2025-10-26,10635,South,Apparel,Store,4,33.64,0.2,107.65,False
103693,2025-08-20,12556,East,Home,Web,1,35.73,0.0,35.73,False
102138,2025-07-24,12934,North,Apparel,Web,3,36.67,0.05,104.51,False
103305,2025-07-10,12957,South,Beauty,Store,1,46.25,0.0,46.25,False
103971,2025-04-11,12655,North,Electronics,Web,3,280.05,0.0,840.15,False
101268,2025-06-25,12160,South,Electronics,Web,2,228.6,0.0,457.2,False
101538,2025-01-24,11271,East,Electronics,Web,1,228.66,0.0,228.66,False
103533,2025-06-24,12467,East,Apparel,Mobile,2,62.81,0.0,125.62,False
103594,2025-10-04,11578,East,Apparel,Mobile,2,81.63,0.0,163.26,False
103929,2025-07-22,12189,West,Home,Web,2,24.05,0.0,48.1,False
100695,2025-11-04,10395,West,Electronics,Web,4,188.5,0.1,678.6,False
100622,2025-12-05,10162,North,Home,Web,1,66.27,0.0,66.27,False
103618,2025-03-03,12945,South,Apparel,Store,1,50.5,0.0,50.5,False
103263,2025-03-17,11426,North,Apparel,Web,4,39.28,0.05,149.26,False
100921,2025-11-13,11281,East,Home,Store,1,56.13,0.0,56.13,True
104861,2025-04-19,12797,West,Electronics,Web,1,127.68,0.2,102.14,False
104243,2025-01-05,12254,West,Apparel,Mobile,2,30.99,0.05,58.88,False
102460,2025-09-10,10925,South,Home,Mobile,1,22.35,0.0,22.35,False
104225,2025-07-12,10419,West,Apparel,Store,3,28.52,0.05,81.28,False
101435,2025-08-10,11128,East,Electronics,Web,1,225.0,0.0,225.0,False
100588,2025-09-18,10976,East,Beauty,Store,1,102.25,0.05,97.14,False
102420,2025-09-21,11842,North,Apparel,Mobile,5,32.17,0.0,160.85,False
104535,2025-06-18,12375,West,Home,Mobile,1,70.74,0.05,67.2,False
103197,2025-01-12,11386,North,Apparel,Web,1,34.89,0.0,34.89,False
102017,2025-08-14,12821,East,Home,Web,1,32.91,0.0,32.91,False
104607,2025-02-03,12121,North,Sports,Web,1,79.27,0.05,75.31,False
100746,2025-11-02,10873,North,Sports,Web,1,63.39,0.0,63.39,False
103326,2025-08-09,10954,South,Beauty,Web,1,34.01,0.0,34.01,False
104904,2025-04-15,11122,North,Apparel,Mobile,1,26.85,0.0,26.85,False
103642,2025-05-05,11414,South,Beauty,Web,2,26.5,0.05,50.35,False
100807,2025-12-16,11613,East,Apparel,Mobile,1,35.71,0.0,35.71,False
100187,2025-12-27,11212,South,Electronics,Mobile,1,120.24,0.0,120.24,False
102028,2025-04-17,11941,South,Home,Web,2,67.82,0.0,135.64,False
102228,2025-10-16,12806,West,Home,Store,1,43.48,0.0,43.48,False
100221,2025-10-24,12518,North,Apparel,Mobile,1,72.65,0.05,69.02,False
104635,2025-12-07,12846,North,Electronics,Web,1,83.42,0.0,83.42,False
100305,2025-10-17,11088,North,Apparel,Web,2,27.99,0.0,55.98,True
100932,2025-11-01,12418,North,Apparel,Web,2,42.34,0.0,84.68,False
104529,2025-07-01,12842,North,Electronics,Mobile,1,234.77,0.0,234.77,False
100672,2025-04-21,10487,North,Beauty,Mobile,1,37.45,0.1,33.71,False
102145,2025-03-13,12670,North,Home,Web,1,94.54,0.0,94.54,False
104551,2025-09-23,12306,North,Sports,Web,5,88.73,0.05,421.47,False
102409,2025-02-24,10266,West,Electronics,Mobile,2,268.6,0.0,537.2,False
100674,2025-12-06,11800,East,Electronics,Store,2,225.71,0.0,451.42,False
103349,2025-12-24,11258,North,Electronics,Mobile,1,280.24,0.0,280.24,False
103679,2025-10-05,12095,North,Electronics,Web,2,268.33,0.0,536.66,False
102416,2025-12-23,12034,East,Beauty,Mobile,1,30.67,0.0,30.67,False
100427,2025-12-11,11403,East,Home,Mobile,2,39.27,0.0,78.54,False
